Collection Name,Title,Part,Name,Name URI,Resource Type,Resource Type URI,Genre,Genre URI,Place Created,Publisher,Date Issued,Date Created,Edition,Issuance,Frequency,Language Term,Language Term URI,Language Term Type,Extent,Physical Description Note,Form#1,Form URI#1,Form#2,FormURI#2,Abstract,Table of Contents,Note,Note Type,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Topic#5,Subject Topic URI#5,Subject Name#1,Subject Name URI#1,Subject Name#2,Subject Name URI#2,Subject Name#3,Subject Name URI#3,Subject Geographic,Subject Geographic URI,Subject Temporal,Subject Temporal URI,Subject Title,Subject Title URI,Subject Genre,Subject Genre URI,Identifier,Identifier LUNA,Identifier ARK,Physical Location,Physical Location Type,Shelf Locator,Related Item,Related Item Type,Related Item Identifier,Related Item Location,Date Captured,Internet Media Type,Digital Origin,Access Condition,Access Condition URI
CU Chicanx History Collection,The historical development of the Educational Opportunity Programs at the University of Colorado,,"Rainsford, George N. ",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-05-21,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,10 pages,,reports,http://vocab.getty.edu/page/aat/300027267,,,"The ""Historical Development of the Educational Opportunity Programs at CU Boulder."" The report contains a strong summary from the administration's perspective. It talks about statistics and observations for each academic year, as well as a record of faculty actions and support with the program.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,Mentoring in education,http://id.worldcat.org/fast/1016858,Student aid,http://id.worldcat.org/fast/1432104,Student financial aid administration,http://id.worldcat.org/fast/1135905,,,"Thieme, Frederick P.",local,"University of Colorado, Boulder. Educational Opportunity Program",local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_EVP_97_EOPjul-sep69_006.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from Patrick Vigil to Abraham Flexer,,"Vigil, Patrick",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1969-07-26,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,,,"Letter to Dr. Flexer in the Biology department. Vigil thanks Flexer for support of the UMAS summer program. He reiterates the need for the program as he states ""This program developed by your graduate students, and with full support from your Department faculty, shows innovative promise to afford the opportunity, and provide the methods which will spark the dormant and untapped biological science intrests and abilities of our students."" He continues to mention that most of the students in the program are labled ""'high-risk' because of low high school grade point averages and various socio-economic factors, we truly believe that their scholastic deficiencies are the result of many complex cultural and environmental circumstances, rather than any innate inaptitude."" He also tells the story of an anonymous Mexican American student from 1955 who only stayed at CU for one semester, when there were only 7 Mexican American students enrolled. ",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student aid,http://id.worldcat.org/fast/1432104,Mentoring in education,http://id.worldcat.org/fast/1016858,Discrimination in education,http://id.worldcat.org/fast/895037,"Flexer, Abraham S.",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"University of Colorado, Boulder. Educational Opportunity Program",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_EVP_97_EOPjul-sep69_003.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Press release regarding the prevention of a talk by Representative Henry B. Gonzales,,Herdt,local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1973-08-09,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,articles,http://vocab.getty.edu/page/aat/300048715,press releases,http://vocab.getty.edu/page/aat/300026437,"Press release describing 200 demonstrators ""mostly Chicanos believed.. to be from outside the Boulder area,"" who interrupted a speech by U.S. congressman Henry Gonzales, as part of the University Summer Lecture series in the UMC ballroom. Gonzales had met with members of UMAS before his speech. ""The protest.. centered around.. Gozalez' conservative stand on issues affecting Chicanos..."" They called him a ""sell-out."" There was property damage but no arrests.",,,,Speeches,http://id.worldcat.org/fast/1774286,Civil rights movements,http://id.worldcat.org/fast/862708,,,,,,,"Gonzalez, Henry B. (Henry Barbosa), 1916-2000",http://id.loc.gov/authorities/names/n89617291,UMAS (Organization),http://id.worldcat.org/fast/626784,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CUB_08_06_studentDist73-75_gonzalesPress.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Ballet Mexicano,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,[Circa 1972],,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,4 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,financial records,http://vocab.getty.edu/page/aat/300027473,"""Ballet Mexicano,"" proposal for funding. Submitted to the University Board on Student Finance. Detailed description of the program included.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,Dance costume,http://id.worldcat.org/fast/887503,,,University Board on Student Finances,local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_General_1972-1973.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Proposal for the funding of UMAS Dance Group costumes,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1972-11-01,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,financial records,http://vocab.getty.edu/page/aat/300027473,Proposal for funding from UMAS for an UMAS Dance Group.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,Dance costume,http://id.worldcat.org/fast/887503,,,University Board on Student Finances,local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_Proposals_1972-1973_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,A proposal to establish a bi-cultural center,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,[Circa 1971],,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,3 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,,,A proposal to start a bi-cultural center. Describes the need and proposed activities of the center.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,Black Students Alliance of the University of Colorado (Boulder),local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_specialRequests_001.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,1971-1972 requested budget,,"Granado, Florencio",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-09-27,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,7 pages,,proposals,http://vocab.getty.edu/page/aat/300027261,financial records,http://vocab.getty.edu/page/aat/300027473,"UMAS 1971-72 Proposed Budget to the Cultural Events Board). The budget proposal goes into detail with a description and justification of proposed events such as a leadership conference, Chicano artists series, Fiesta et Naviete, and the MAYA Conference.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,University Board on Student Finances,local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_specialRequests_002.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Proposal for a general interest speaker: Reies Tijerina,,"Martinez, Reyes",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,[Circa 1971],,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,8.5x14 or longer,proposals,http://vocab.getty.edu/page/aat/300027261,,,"Proposal from Reyes Martinez, President of Chicano Law Students for general interest speaker, Chicano land rights activist, Reies Lopez Tijerina (1926-2015).",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,"Tijerina, Reies",http://id.loc.gov/authorities/names/n50011843,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_Speakers_001.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Event request,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1972-1973,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,9 pages,,financial application,http://vocab.getty.edu/page/aat/300425440,,,"Event funding requests to the Cultural Events Board, including Fiesta de la Gente, Chicano Awareness Days (November, 1972-December, 1972), and Cinco de Mayo (1973). Material includes detailed schedules and a brief justification.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,University Board on Student Finances,local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_1972-1973_eventProposals.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from UMAS to the University Board on Student Finance,,UMAS (Organization),http://id.worldcat.org/fast/626784,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-10-18,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,Memo to the University Board on Student Finance expressing concern regarding the University's Cultural Events Board's funding of UMAS cultural activities.,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,University Board on Student Finances,local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_correspondence_71-72_004.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from Jeff Friedland to Florencio Granado,,"Frieland, Jeff",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-10-11,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,"Memo to Florencio Granado, UMAS President, regarding funding for the MAYA Conference.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,"Granado, Florencio",local,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_correspondence_71-72_005.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Request for damage backing,,"Archuleta, Gary ",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-1972,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,15 pages,,financial application,http://vocab.getty.edu/page/aat/300425440,,,"Event funding requests to the Cultural Events Board for the Cinco de Mayo celebration (1972), MAYA conference fundraising, music marathon (1971), benefit dance for Pakastani refugees (November, 1971), and the Ballet Chicano (September, 1971). Document mostly consists of funding request forms with little detail of the events. It also includes a request to the Cultural Events Board for damage backing regarding the Herbie Mann concert (March, 1972). There is also a standard request form with little information. (Cancelation of this concert is refered to in the Gary Archuleta letter re: the founding of U-LET-US-UNLIMITED - 1973-03-15; record identifier: narv_chicanxHistory_CEB_Correspondence_71-72_001.pdf).",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,,,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_1971-1972_eventProposals.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,"UMAS: December 11, 1971 concert",,"Frieland, Jeff",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1971-12-08,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,"Memo; re: ""UMAS: December 11, 1971 Concert."" The memom announces the decision to not financially back the concert. (Cancellation of this concert is refered to in the Gary Archuleta letter; re: the founding of U-LET-US-UNLIMITED - 1973-03-15; record identifier: narv_chicanxHistory_CEB_Correspondence_71-72_001.pdf).",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,"George, Randal F.",local,"Corbridge, James",local,"Erskin, William",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_1971-1972_UMASconcert.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Letter from John Lansing to John Wong,,"Lansing, John R.",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1973-07-02,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,"Letter to John Wong, coordinator of the University of Colorado's Equal Opportunity Program (EOP) regarding facilitation of events by the Cultural Events Board for UMAS-EOP Department.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,,,UMAS (Organization),http://id.worldcat.org/fast/626784,"Wong, John",,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_Correspondence_73-74_001.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,Cancellation of a request for funds for MAYA Conference,,"Archuleta, Gary ",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1972-03-15,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,7 pages,,financial application,http://vocab.getty.edu/page/aat/300425440,correspondence,http://vocab.getty.edu/page/aat/300026877,"Open letter regarding the cancellation of the Herbie Mann and MAYA fundraising concert, as well as U-LET-US UNLIMITED. Includes copy of the ""May March for Maya Project"" budget for 1972.",,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,Student aid,http://id.worldcat.org/fast/1432104,Student activities--Finance,http://id.worldcat.org/fast/1135805,,,UMAS (Organization),http://id.worldcat.org/fast/626784,U-LET-US-UNLIMITED,local,,,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_CEB_Correspondence_71-72_001.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Chicanx History Collection,"Suspension of authorization for use of the motor pool, account #4460-15",,"Ball, Homer",local,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Records (Documents),http://id.loc.gov/authorities/genreForms/gf2014026163,,,,1974-07-19,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,2 pages,,correspondence,http://vocab.getty.edu/page/aat/300026877,memorandums,http://vocab.getty.edu/page/aat/300026906,A letter to the ASUC regarding use of the motor pool for UCSU and UMAS students. It appears that the students wanted to attend a training by the Mexican American Legal Defense fund regarding civil rights. These attorneys were representing those involved in the Grand Jury trial. The Vice Chancellor felt he was lied to about the purpose of the trip. As transporting students for activism or political reasons was against motor pool policy. ,,,,Minorities--Education (Higher),http://id.worldcat.org/fast/1023138,College students--Societies and clubs,http://id.worldcat.org/fast/868054,"Transportation, Automotive",http://id.worldcat.org/fast/1155327,Discrimination in education,http://id.worldcat.org/fast/895037,,,"Calkins, Cindy",local,UMAS (Organization),http://id.worldcat.org/fast/626784,"Vigil, Jess",local,"University of Colorado Boulder (Boulder, Colorado, United States, North America) (school)",GNIS: 178650,Nineteen seventies,http://id.loc.gov/authorities/subjects/sh96005520,Los Seis de Boulder,,,,narv_chicanxHistory_POP_153_01_motorPool.pdf,,,"University of Colorado Boulder. Special Collections, Archives & Preservation",,COU:3673,,,,,2021,application/pdf,reformatted digital,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
